Performance,Categories,Price,On_Sale,Capacity,Theater,Ticket_Type,Show_Duration,Address,Show_Name
"""2017-08-01T19:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-02T14:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","249,69,249,110,110,169,169,89,69,110,169,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-04T20:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-05T14:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","249,79,249,149,149,99,79,79,119,119,109,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-05T20:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-06T13:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-06T18:30:00-04:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-07T19:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-08T19:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-09T14:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","200,79,200,169,169,79,129,129,169,79,129",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-11T20:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,119,149,149,99,79,79,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-12T14:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-12T20:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-13T13:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-13T18:30:00-04:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-14T19:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-15T19:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","200,69,69,130,130,110,110,200,89,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-16T14:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","249,79,249,169,99,169,79,129,169,79",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-18T20:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-19T14:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-19T20:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-20T13:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-20T18:30:00-04:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-21T19:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","200,69,89,130,130,110,110,200,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-22T19:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-23T14:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","249,69,249,130,130,110,110,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-25T20:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-26T14:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","249,79,249,149,149,99,79,79,119,119,109,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-26T20:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-27T13:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-27T18:30:00-04:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-28T19:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-29T19:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-08-30T14:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-01T20:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-02T14:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-02T20:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-03T13:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-03T18:30:00-04:00""","""Broadway, Kid-Friendly, Musicals""","200,69,130,130,110,110,200,89,69,89,69,130,69,69",true,1509,"""Lunt-Fontanne Theatre""","""Premium"",""Standard"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-05T19:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,130,139,169,99,79,169,79,139,119,225,169,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-06T13:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,139,169,99,79,169,79,139,119,225,169,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-07T19:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,139,169,99,79,169,79,139,225,79,169,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-08T20:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-09T14:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-09T20:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-10T13:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-10T18:30:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,130,139,169,99,79,169,79,139,119,225,130,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-11T19:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,139,169,99,79,169,79,139,119,225,169,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-12T19:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,139,169,99,79,169,79,139,119,225,169,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-13T13:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,139,169,99,79,169,79,139,119,225,169,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Front Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-15T20:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-16T14:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
"""2017-09-16T20:00:00-04:00""","""Broadway, Kid-Friendly, Musicals""","79,225,149,149,99,79,79,119,119,109,225,149,79,79",true,1509,"""Lunt-Fontanne Theatre""","""Standard"",""Premium"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine"",""Orchestra"",""Orchestra"",""Rear Mezzanine"",""Rear Mezzanine"",""Orchestra"",""Front Mezzanine"",""Orchestra"",""Rear Mezzanine""","""2hrs, 30mins""","""205 West 46th Street""","""Charlie and the Chocolate Factory"""
